Paper_name,Paper_link,Paper_type,volume,issue,pub_date,Paper_ID,1,2,3,4,5,6,7
Converting nonsense codons into sense codons by targeted pseudouridylation,/nature/journal/v474/n7351/full/nature10165.html,letter,474,7351,16 June 2011,10165.html,Molecular biology,Biotechnology,Genetics and genomics,Biochemistry,,,
Telomere shortening and loss of self-renewal in dyskeratosis congenita induced pluripotent stem cells,/nature/journal/v474/n7351/full/nature10084.html,letter,474,7351,16 June 2011,10084.html,Stem cells,,,,,,
COP1 is a tumour suppressor that causes degradation of ETS transcription factors,/nature/journal/v474/n7351/full/nature10005.html,letter,474,7351,16 June 2011,10005.html,Cancer,Cell biology,Biochemistry,Genetics and genomics,,,
A conditional knockout resource for the genome-wide study of mouse gene function,/nature/journal/v474/n7351/full/nature10163.html,article,474,7351,16 June 2011,10163.html,Genetics and genomics,Molecular biology,Genetics and genomics,,,,
Latent TGF-\u03b2 structure and activation,/nature/journal/v474/n7351/full/nature10152.html,article,474,7351,16 June 2011,10152.html,Structural biology,,,,,,
X-ray structure of a bacterial oligosaccharyltransferase,/nature/journal/v474/n7351/full/nature10151.html,article,474,7351,16 June 2011,10151.html,Structural biology,Biochemistry,,,,,
A current filamentation mechanism for breaking magnetic field lines during reconnection,/nature/journal/v474/n7350/full/nature10091.html,letter,474,7350,9 June 2011,10091.html,Physics,Astronomy ,Astrophysics,Geology and geophysics,Planetary sciences,,
Direct measurement of the quantum wavefunction,/nature/journal/v474/n7350/full/nature10120.html,letter,474,7350,9 June 2011,10120.html,Physics,Chemistry,,,,,
Hydrogen bonding at the water surface revealed by isotopic dilution spectroscopy,/nature/journal/v474/n7350/full/nature10173.html,letter,474,7350,9 June 2011,10173.html,Chemistry,Applied physics and engineering,Physics,,,,
Irregular tropical glacier retreat over the Holocene epoch driven by progressive warming,/nature/journal/v474/n7350/full/nature10150.html,letter,474,7350,9 June 2011,10150.html,Climate science,Environmental science,Geology and geophysics,Earth science,,,
Discovery of novel intermediate forms redefines the fungal tree of life,/nature/journal/v474/n7350/full/nature09984.html,letter,474,7350,9 June 2011,09984.html,Evolution,Microbiology,Molecular biology,Ecology,,,
Visual place learning in  Drosophila melanogaster,/nature/journal/v474/n7350/full/nature10131.html,letter,474,7350,9 June 2011,10131.html,Animal behaviour,Neuroscience,,,,,
A genetically humanized mouse model for hepatitis C virus infection,/nature/journal/v474/n7350/full/nature10168.html,letter,474,7350,9 June 2011,10168.html,Virology,Immunology,Microbiology,Disease,,,
Immunogenicity of induced pluripotent stem cells,/nature/journal/v474/n7350/full/nature10135.html,letter,474,7350,9 June 2011,10135.html,Stem cells,Immunology,,,,,
In vivo u imaging of T reg u cells providing immune privilege to the haematopoietic stem-cell niche,/nature/journal/v474/n7350/full/nature10160.html,letter,474,7350,9 June 2011,10160.html,Immunology,Stem cells,Health and medicine,,,,
A somitic Wnt16/Notch pathway specifies haematopoietic stem cells,/nature/journal/v474/n7350/full/nature10107.html,letter,474,7350,9 June 2011,10107.html,Developmental biology,Stem cells,,,,,
Direct reprogramming of somatic cells is promoted by maternal transcription factor Glis1,/nature/journal/v474/n7350/full/nature10106.html,letter,474,7350,9 June 2011,10106.html,Stem cells,,,,,,
A function for cyclin D1 in DNA repair uncovered by protein interactome analyses in human cancers,/nature/journal/v474/n7350/full/nature10155.html,letter,474,7350,9 June 2011,10155.html,Molecular biology,Cancer,Medical research,Cell biology,,,
Structure and function of a membrane component SecDF that enhances protein export,/nature/journal/v474/n7350/full/nature09980.html,letter,474,7350,9 June 2011,09980.html,Structural biology,Biochemistry,Biophysics,Genetics and genomics,,,
Role of the ubiquitin-like protein Hub1 in splice-site usage and alternative splicing,/nature/journal/v474/n7350/full/nature10143.html,article,474,7350,9 June 2011,10143.html,Cell biology,Genetics and genomics,Molecular biology,Biochemistry,,,
Role of YAP/TAZ in mechanotransduction,/nature/journal/v474/n7350/full/nature10137.html,article,474,7350,9 June 2011,10137.html,Disease,,,,,,
The thermodynamic meaning of negative entropy,/nature/journal/v474/n7349/full/nature10123.html,letter,474,7349,2 June 2011,10123.html,Physics,Information technology,,,,,
A graphene-based broadband optical modulator,/nature/journal/v474/n7349/full/nature10067.html,letter,474,7349,2 June 2011,10067.html,Applied physics and engineering,Materials science,Physics,,,,
A hydrothermal origin for isotopically anomalous cap dolostone cements from south China,/nature/journal/v474/n7349/full/nature10096.html,letter,474,7349,2 June 2011,10096.html,Earth science,Geology and geophysics,Climate science,,,,
A dynamic early East Antarctic Ice Sheet suggested by ice-covered fjord landscapes,/nature/journal/v474/n7349/full/nature10114.html,letter,474,7349,2 June 2011,10114.html,Earth science,Geology and geophysics,Climate science,Environmental science,,,
Strontium isotope evidence for landscape use by early hominins,/nature/journal/v474/n7349/full/nature10149.html,letter,474,7349,2 June 2011,10149.html,Archaeology and anthropology,Evolution,Ecology,Palaeontology,,,
Nematoda from the terrestrial deep subsurface of South Africa,/nature/journal/v474/n7349/full/nature09974.html,letter,474,7349,2 June 2011,09974.html,Microbiology,Molecular biology,Ecology,Earth science,,,
Earliest evidence of mammalian social behaviour in the basal Tertiary of Bolivia,/nature/journal/v474/n7349/full/nature09987.html,letter,474,7349,2 June 2011,09987.html,Palaeontology,,,,,,
Ultra-prolonged activation of CO 2 u-sensing neurons disorients mosquitoes,/nature/journal/v474/n7349/full/nature10081.html,letter,474,7349,2 June 2011,10081.html,Neuroscience,,,,,,
Non-apoptotic role of BID in inflammation and innate immunity,/nature/journal/v474/n7349/full/nature09982.html,letter,474,7349,2 June 2011,09982.html,Immunology,Cell biology,Disease,Biochemistry,,,
Glutamate induces  de novo u growth of functional spines in developing cortex,/nature/journal/v474/n7349/full/nature09986.html,letter,474,7349,2 June 2011,09986.html,Neuroscience,Physiology,Developmental biology,,,,
UBCH7 reactivity profile reveals parkin and HHARI to be RING/HECT hybrids,/nature/journal/v474/n7349/full/nature09966.html,letter,474,7349,2 June 2011,09966.html,Biochemistry,Molecular biology,,,,,
Substrate-modulated gating dynamics in a Na+-coupled neurotransmitter transporter homologue,/nature/journal/v474/n7349/full/nature09971.html,letter,474,7349,2 June 2011,09971.html,Biochemistry,Biophysics,Structural biology,Chemical biology,,,
Crystal structure of the FimD usher bound to its cognate FimC FimH substrate,/nature/journal/v474/n7349/full/nature10109.html,article,474,7349,2 June 2011,10109.html,Structural biology,Microbiology,Disease,,,,
Principles of activation and permeation in an anion-selective Cys-loop receptor,/nature/journal/v474/n7349/full/nature10139.html,article,474,7349,2 June 2011,10139.html,Structural biology,Neuroscience,Physiology,Biochemistry,,,
Hf W Th evidence for rapid growth of Mars and its status as a planetary embryo,/nature/journal/v473/n7348/full/nature10077.html,letter,473,7348,26 May 2011,10077.html,Planetary sciences,Earth science,,,,,
Improved measurement of the shape of the electron,/nature/journal/v473/n7348/full/nature10104.html,letter,473,7348,26 May 2011,10104.html,Physics,,,,,,
Interannual atmospheric variability forced by the deep equatorial Atlantic Ocean,/nature/journal/v473/n7348/full/nature10013.html,letter,473,7348,26 May 2011,10013.html,Climate science,,,,,,
Inferring nonlinear mantle rheology from the shape of the Hawaiian swell,/nature/journal/v473/n7348/full/nature09993.html,letter,473,7348,26 May 2011,09993.html,Earth science,Geology and geophysics,,,,,
Earths earliest non-marine eukaryotes,/nature/journal/v473/n7348/full/nature09943.html,letter,473,7348,26 May 2011,09943.html,Palaeontology,Geology and geophysics,Evolution,Organismal biology,,,
A giant Ordovician anomalocaridid,/nature/journal/v473/n7348/full/nature09920.html,letter,473,7348,26 May 2011,09920.html,Palaeontology,,,,,,
Learning-related feedforward inhibitory connectivity growth required for memory precision,/nature/journal/v473/n7348/full/nature09946.html,letter,473,7348,26 May 2011,09946.html,Neuroscience,Cell biology,Animal behaviour,Molecular biology,,,
Long-term evolution and transmission dynamics of swine influenza A virus,/nature/journal/v473/n7348/full/nature10004.html,letter,473,7348,26 May 2011,10004.html,Virology,Evolution,Ecology,Genetics and genomics,,,
Profound early control of highly pathogenic SIV by an effector memory T-cell vaccine,/nature/journal/v473/n7348/full/nature10003.html,letter,473,7348,26 May 2011,10003.html,Immunology,Virology,,,,,
Aberrant lipid metabolism disrupts calcium homeostasis causing liver endoplasmic reticulum stress in obesity,/nature/journal/v473/n7348/full/nature09968.html,letter,473,7348,26 May 2011,09968.html,Disease,Cell biology,Biochemistry,,,,
Neural crest regulates myogenesis through the transient activation of NOTCH,/nature/journal/v473/n7348/full/nature09970.html,letter,473,7348,26 May 2011,09970.html,Developmental biology,Stem cells,,,,,
Structure of the spliceosomal U4 snRNP core domain and its implication for snRNP biogenesis,/nature/journal/v473/n7348/full/nature09956.html,letter,473,7348,26 May 2011,09956.html,Biochemistry,Biophysics,Structural biology,Molecular biology,,,
Improved molecular replacement by density- and energy-guided protein structure optimization,/nature/journal/v473/n7348/full/nature09964.html,letter,473,7348,26 May 2011,09964.html,Structural biology,,,,,,
Royalactin induces queen differentiation in honeybees,/nature/journal/v473/n7348/full/nature10093.html,article,473,7348,26 May 2011,10093.html,Developmental biology,Genetics,Genomics,Molecular biology,,,
Probing cellular protein complexes using single-molecule pull-down,/nature/journal/v473/n7348/full/nature10016.html,article,473,7348,26 May 2011,10016.html,Biotechnology,Biophysics,Biochemistry,Cell biology,,,
Unbound or distant planetary mass population detected by gravitational microlensing,/nature/journal/v473/n7347/full/nature10092.html,letter,473,7347,19 May 2011,10092.html,Astronomy ,Astrophysics,Planetary sciences,Physics,,,
Observation of the antimatter helium-4 nucleus,/nature/journal/v473/n7347/full/nature10079.html,letter,473,7347,19 May 2011,10079.html,Physics,Astronomy ,Astrophysics,,,,
Sharply increased mass loss from glaciers and ice caps in the Canadian Arctic Archipelago,/nature/journal/v473/n7347/full/nature10089.html,letter,473,7347,19 May 2011,10089.html,Earth science,Climate science,Geology and geophysics,,,,
Melting of the Earths inner core,/nature/journal/v473/n7347/full/nature10068.html,letter,473,7347,19 May 2011,10068.html,Geology and geophysics,Applied physics and engineering,Earth science,,,,
Eocene lizard from Germany reveals amphisbaenian origins,/nature/journal/v473/n7347/full/nature09919.html,letter,473,7347,19 May 2011,09919.html,Evolution,Palaeontology,Zoology,Organismal biology,,,
Species area relationships always overestimate extinction rates from habitat loss,/nature/journal/v473/n7347/full/nature09985.html,letter,473,7347,19 May 2011,09985.html,Ecology,,,,,,
Neuropsin cleaves EphB2 in the amygdala to control anxiety,/nature/journal/v473/n7347/full/nature09938.html,letter,473,7347,19 May 2011,09938.html,Neuroscience,Animal behaviour,Cell biology,,,,
Stem-cell-triggered immunity through CLV3p FLS2 signalling,/nature/journal/v473/n7347/full/nature09958.html,letter,473,7347,19 May 2011,09958.html,Plant sciences,,,,,,
A novel protein family mediates Casparian strip formation in the endodermis,/nature/journal/v473/n7347/full/nature10070.html,letter,473,7347,19 May 2011,10070.html,Cell biology,Plant sciences,Developmental biology,,,,
BCL6 u enables Ph+ acute lymphoblastic leukaemia cells to survive  BCR–ABL1 u kinase inhibition,/nature/journal/v473/n7347/full/nature09883.html,letter,473,7347,19 May 2011,09883.html,Cancer,Immunology,Cell biology,Molecular biology,,,
Dual functions of Tet1 in transcriptional regulation in mouse embryonic stem cells,/nature/journal/v473/n7347/full/nature09934.html,letter,473,7347,19 May 2011,09934.html,Stem cells,Cell biology,Genetics and genomics,Molecular biology,,,
Genome-wide mapping of 5-hydroxymethylcytosine in embryonic stem cells,/nature/journal/v473/n7347/full/nature10102.html,letter,473,7347,19 May 2011,10102.html,Biochemistry,Stem cells,Molecular biology,Biotechnology,,,
Dynamic regulation of 5-hydroxymethylcytosine in mouse ES cells and during differentiation,/nature/journal/v473/n7347/full/nature10008.html,letter,473,7347,19 May 2011,10008.html,Developmental biology,Stem cells,Genetics and genomics,,,,
Global quantification of mammalian gene expression control,/nature/journal/v473/n7347/full/nature10098.html,article,473,7347,19 May 2011,10098.html,Cell biology,Molecular biology,Biotechnology,Genetics,Genomics,,
TET1 and hydroxymethylcytosine in transcription and DNA methylation fidelity,/nature/journal/v473/n7347/full/nature10066.html,article,473,7347,19 May 2011,10066.html,Cancer,Stem cells,Genetics and genomics,Molecular biology,,,
